id,name,description,price,images,created_at,updated_at,rating,categories
353,Fashion Frill Exclusive Pendant For Girls Infinite/Infinity Gold Plated Chain Necklace For Women Girls Women's Jewellery G...,A beautiful gold-plated infinity pendant necklace designed for women and girls.,185155,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170224415_61rZGqu7-3L._AC_UL320_.jpg""]",2025-02-10 06:50:24.76,2025-02-10 06:50:24.76,,"[""Fashion""]"
354,GTA 5 (PC GAME) - (No Online Multiplayer/No ACTIVATION* Code) -EMAIL DELIVERY ‎IN 2 HRS (PC)…,Detailed description not available.,370495,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170226726_71yPnQE1OjL._AC_UL320_.jpg""]",2025-02-10 06:50:26.951,2025-02-10 06:50:26.951,,"[""Fashion""]"
355,Sparx Mens Sd0323g Sneakers,"A trendy and comfortable sneaker from Sparx, perfect for casual and sportswear.",166621,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170227733_51g6S2XoAcL._AC_UL320_.jpg""]",2025-02-10 06:50:28.287,2025-02-10 06:50:28.287,,"[""Fashion""]"
356,"Fruits - My First Early Learning Wall Chart: For Preschool, Kindergarten, Nursery and Homeschooling (19 inches X 29 inches)",Detailed description not available.,19461,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170230047_61juXeiBjML._AC_UL320_.jpg""]",2025-02-10 06:50:30.368,2025-02-10 06:50:30.368,,"[""Fashion""]"
357,"rts Dual USB Universal Travel Adapter, International All in One Worldwide Travel Adapter and Wall Charger with USB Ports w...",Detailed description not available.,926515,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170231147_611RCy1XjsL._AC_UL320_.jpg""]",2025-02-10 06:50:31.487,2025-02-10 06:50:31.487,,"[""Fashion""]"
358,Titan Karishma Analog Black Dial Men's Watch-NL1639SM02/NN1639SM02,A classic Titan Karishma analog watch featuring a sleek black dial and stainless steel strap.,369753,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170232282_71zrkmRGpoL._AC_UL320_.jpg""]",2025-02-10 06:50:32.647,2025-02-10 06:50:32.647,,"[""Fashion""]"
359,LEOTUDE Women's Cottonblend Half Sleeve Oversized T-Shirts (Color: Orange),"A trendy oversized T-shirt made from a soft cotton blend, featuring half sleeves and a vibrant orange color.",203689,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170234458_61iKv6-unXL._AC_UL320_.jpg""]",2025-02-10 06:50:34.705,2025-02-10 06:50:34.705,,"[""Fashion""]"
360,Estele Necklace Set for Women,"An elegant necklace set designed for women, featuring intricate craftsmanship and a stylish finish for any occasion.",741175,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170236440_6114nKyrk2L._AC_UL320_.jpg""]",2025-02-10 06:50:36.666,2025-02-10 06:50:36.666,,"[""Fashion""]"
361,"Milton Super 1000 Stainless Steel Water Bottle, 1000 ml, Silver | Leak Proof | Office Bottle | Gym Bottle | Home | Kitchen...","A durable stainless steel water bottle with a 1L capacity, leak-proof design, and ideal for office, gym, and home use.",81735,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170239694_61m9tTS9aLL._AC_UL320_.jpg""]",2025-02-10 06:50:40.24,2025-02-10 06:50:40.24,,"[""Fashion""]"
362,crocs Men's Bayaband Flip Flop,"A comfortable and lightweight pair of flip-flops from Crocs, designed for casual wear with a sporty touch.",555093,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170242000_61lBMMOpzJL._AC_UL320_.jpg""]",2025-02-10 06:50:42.302,2025-02-10 06:50:42.302,,"[""Fashion""]"
363,"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)","A sleek anti-theft laptop backpack with a USB charging port, offering 25L capacity and secure storage for daily use.",370495,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170244156_61fBoZgmkCL._AC_UL320_.jpg""]",2025-02-10 06:50:44.42,2025-02-10 06:50:44.42,,"[""Fashion""]"
364,"SKINN BY TITAN Skinn Raw Fragrance For Men, 20ml","A refreshing and long-lasting fragrance for men by Titan Skinn, featuring bold and sophisticated notes.",119544,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170250592_61pOAQs2AsL._AC_UL320_.jpg""]",2025-02-10 06:50:50.902,2025-02-10 06:50:50.902,,"[""Fashion""]"
365,Healthy Food (Vitamin Chart) Educational Wall Chart For Kids - Both Side Hard Laminated (Size 48 x 73 cm),A bright and informative educational wall chart displaying essential vitamins and healthy food choices for kids.,34288,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170252532_91lZKB3Ln4L._AC_UL320_.jpg""]",2025-02-10 06:50:52.952,2025-02-10 06:50:52.952,,"[""Fashion""]"
366,"Fossil Gen 5E Smartwatch with AMOLED Screen, Wear OS by Google, Built-in Speaker for Phone Calls, Google Assistant, SpO2, ...","A premium Fossil smartwatch featuring an AMOLED display, Google Wear OS, SpO2 tracking, and built-in speaker for calls.",3427863,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170254910_81gU0NVV5WL._AC_UL320_.jpg""]",2025-02-10 06:50:55.14,2025-02-10 06:50:55.14,,"[""Fashion""]"
367,Amazon Brand - Presto! Disinfectant Toilet Cleaner - 1 L (Pack of 4),"A powerful disinfectant toilet cleaner that removes stains and kills germs, ensuring a hygienic and fresh toilet.",137152,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170256688_71OScamuodL._AC_UL320_.jpg""]",2025-02-10 06:50:57.04,2025-02-10 06:50:57.04,,"[""Fashion""]"
368,"MARVIK Trail Loop Band Compatible with Apple Watch Band Ultra 42mm 44mm 45mm 49mm, Nylon Weave Sport Loop Adjustable Strap...","A high-quality nylon weave sport loop band, adjustable and compatible with Apple Watch Ultra models for a secure fit.",185155,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170258876_71iop5KNFEL._AC_UL320_.jpg""]",2025-02-10 06:50:59.139,2025-02-10 06:50:59.139,,"[""Fashion""]"
369,ASIAN Women's Trendy-21 Casual Sneaker Colour Changing Shoes with Extra Cushion Lightwight Lace-Up Shoes for Women's & Girl's,"Stylish and lightweight color-changing sneakers for women, featuring extra cushioning for all-day comfort.",185155,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170262361_61M45eURF2L._AC_UL320_.jpg""]",2025-02-10 06:51:02.819,2025-02-10 06:51:02.819,,"[""Fashion""]"
370,NEW GTA 5 (PC GAME) - (No Online Multiplayer/No ACTIVATION* Code) -EMAIL DELIVERY ‎IN 2 HRS,"The popular open-world action game GTA 5, delivered via email within 2 hours, excluding online multiplayer features.",370495,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170264578_51yDSQKoBrL._AC_UL320_.jpg""]",2025-02-10 06:51:05.029,2025-02-10 06:51:05.029,,"[""Fashion""]"
371,Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 ...,"A versatile and waterproof 25L backpack, perfect for school, college, office, and travel with multiple compartments.",222223,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170266923_81cB0YABm3L._AC_UL320_.jpg""]",2025-02-10 06:51:07.187,2025-02-10 06:51:07.187,,"[""Fashion""]"
372,ANNI DESIGNER Women's Cotton Blend Printed Straight Kurta with Pant (Pustak Blue),"A stylish straight-cut kurta with matching pants, made from a comfortable cotton blend and featuring a unique print.",481699,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170268933_61q-JREtrAL._AC_UL320_.jpg""]",2025-02-10 06:51:09.329,2025-02-10 06:51:09.329,,"[""Fashion""]"
373,"Cetaphil Moisturizing Lotion for Normal to Combination, Sensitive Skin| 100 ml| Moisturizer with Niacinamide, Panthenol| N...","A hydrating moisturizer from Cetaphil, suitable for normal to combination sensitive skin.",90075,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170274354_61pipsj+PQL._AC_UL320_.jpg""]",2025-02-10 06:51:14.619,2025-02-10 06:51:14.619,,"[""Fashion""]"
374,Titan Karishma Revive Analog Silver Dial Women's Watch-NL2594BM01,"A stylish and elegant analog watch from Titan Karishma, featuring a silver dial and a sleek design for women.",369753,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170276648_617cYEKOE9L._AC_UL320_.jpg""]",2025-02-10 06:51:17.022,2025-02-10 06:51:17.022,,"[""Fashion""]"
375,Multiplication chart Educational Wall Chart For Kids - Both Side Hard Laminated (Size 48 x 73 cm),A colorful and durable laminated educational wall chart designed to help kids learn multiplication easily.,34288,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170278649_91ba5JpOm6L._AC_UL320_.jpg""]",2025-02-10 06:51:18.914,2025-02-10 06:51:18.914,,"[""Fashion""]"
376,Sukkhi Exotic Kundan Gold Plated Wedding Jewellery Choker Necklace Set for Women (N73524),"A stunning gold-plated Kundan choker necklace set, perfect for weddings and special occasions.",527292,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170282748_71z9eHAeARL._AC_UL320_.jpg""]",2025-02-10 06:51:22.949,2025-02-10 06:51:22.949,,"[""Fashion""]"
377,PRO Creme Luxe Smooth Leather Shoe Moisturizer Cream I 150 ML,"A premium leather shoe moisturizer cream that nourishes, protects, and restores smoothness to leather shoes.",60236,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170284633_618oEAzwRZL._AC_UL320_.jpg""]",2025-02-10 06:51:24.947,2025-02-10 06:51:24.947,,"[""Fashion""]"
378,G 1 Garbage Bags | Dustbin Bags | Trash Bags | Medium | 19x21 inches | Pack of 3 | Black | 30 Bags Per Pack,"A pack of 90 durable black medium-sized garbage bags, perfect for home and office use.",69502,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170286366_81Qym7jB84L._AC_UL320_.jpg""]",2025-02-10 06:51:26.667,2025-02-10 06:51:26.667,,"[""Fashion""]"
379,VLCC Almond Honey Deep Nourishing Skin Brightening Body Lotion (700ml) (Each 350ml) Buy 1 Get 1 Free,"A deeply nourishing body lotion infused with almond and honey, designed for soft and radiant skin.",64869,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170288579_71JayCy31iL._AC_UL320_.jpg""]",2025-02-10 06:51:28.886,2025-02-10 06:51:28.886,,"[""Fashion""]"
380,SHOPPY VILLA WITH SV LOGO Women Camisole (Comi-Secret_Multicolour_Free Size),"A comfortable and stylish camisole for women, available in a multicolor free-size design.",92485,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170291720_61+aEr8p4mL._AC_UL320_.jpg""]",2025-02-10 06:51:32.068,2025-02-10 06:51:32.068,,"[""Fashion""]"
381,TIMEX Analog Women's Watch (Dial Colored Strap),A fashionable and reliable Timex analog watch with a vibrant dial and a stylish strap.,684831,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170293907_71WFlzi4ELL._AC_UL320_.jpg""]",2025-02-10 06:51:34.271,2025-02-10 06:51:34.271,,"[""Fashion""]"
382,ZAVERI PEARLS Ethnic Kundan & Pearls Multi Layers Bridal Necklace Set For Women-ZPFK8689,"A beautiful multi-layered bridal necklace set featuring Kundan and pearls, ideal for traditional attire.",585674,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170296163_71eaAiL-wjL._AC_UL320_.jpg""]",2025-02-10 06:51:36.461,2025-02-10 06:51:36.461,,"[""Fashion""]"
383,BATA womens Ortho Lds Slipper,"A comfortable and orthopedic slipper for women from BATA, designed for all-day wear and foot support.",111019,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170298287_5126nBsWieL._AC_UL320_.jpg""]",2025-02-10 06:51:38.514,2025-02-10 06:51:38.514,,"[""Fashion""]"
384,Kuber Industries Brocade Jewellery kit with 10 Pouch|Solid Print With Waterproof Outer Material|10 Pouches & Zipper Closur...,A stylish and durable brocade jewelry kit with 10 pouches and a waterproof exterior for safe storage.,92485,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170300213_61aNgsqCIRL._AC_UL320_.jpg""]",2025-02-10 06:51:40.424,2025-02-10 06:51:40.424,,"[""Fashion""]"
385,Sonata Analog Multicolor Small Dial Men's Watch -NM7987SL01W / NL7987SL01W,A classic Sonata analog watch featuring a multicolor small dial and a sleek leather strap.,101937,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170302091_610fTIqLzmL._AC_UL320_.jpg""]",2025-02-10 06:51:42.354,2025-02-10 06:51:42.354,,"[""Fashion""]"
386,Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Waterproof USB Anti Theft ...,A spacious and waterproof 45L laptop backpack with anti-theft features and a USB charging port.,528034,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170304700_918t7nycBdL._AC_UL320_.jpg""]",2025-02-10 06:51:45.079,2025-02-10 06:51:45.079,,"[""Fashion""]"
387,TCCO ENTERPRISE Natural Sneaker & Shoe Cleaner Wipes - 1 Packs of 80 - Portable Sneakers Cleaner Shoe Wipes Quickly Remove...,Convenient and portable sneaker cleaner wipes designed to quickly remove dirt and stains from shoes.,185155,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739170307473_51C4A77KFbL._AC_UL320_.jpg""]",2025-02-10 06:51:47.814,2025-02-10 06:51:47.814,,"[""Fashion""]"
388,Kore Regular Gym Bag,"A spacious, durable gym bag with multiple compartments to organize your workout essentials, perfect for daily gym sessions.",10935,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377323398_715B2hG++tL._AC_UL320_.jpg""]",2025-02-12 16:22:05.403,2025-02-12 16:22:05.403,,"[""All Exercise & Fitness""]"
389,"Boldfit Resistance Tube with Foam Handles, Door Anchor for Exercise & Stretching, Suitable in Home & Gym Workout for Men &...","A versatile resistance tube designed with foam handles and a door anchor, ideal for strength training, stretching, and toning at home or in the gym. Suitable for both men and women.",129553,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377331971_71l0xZ29TfS._AC_UL320_.jpg""]",2025-02-12 16:22:14.218,2025-02-12 16:22:14.218,,"[""All Exercise & Fitness""]"
390,"Strauss Exercise Latex Resistance Bands, (Set of 5)","A set of five durable latex resistance bands in varying resistance levels, perfect for improving strength, flexibility, and endurance during home or gym workouts.",194422,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377337415_71yLuDGjJUL._AC_UL320_.jpg""]",2025-02-12 16:22:17.661,2025-02-12 16:22:17.661,,"[""All Exercise & Fitness""]"
391,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),"A stylish and functional faux leather duffle bag with a 23 cm depth, ideal for carrying gym essentials or weekend getaways. Features a sleek black design for both men and women.",185155,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377340488_71xeudlt5EL._AC_UL320_.jpg""]",2025-02-12 16:22:20.899,2025-02-12 16:22:20.899,,"[""All Exercise & Fitness""]"
392,Kore PVC 10-40 Kg Home Gym Set with One 3 Ft Curl and One Pair Dumbbell Rods with Gym Accessories,"A complete home gym set including PVC-coated weights, a 3 ft curl bar, and a pair of dumbbell rods, providing an effective strength training experience with a range of 10-40 kg.",758041,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377344072_81XNzjmXi+L._AC_UL320_.jpg""]",2025-02-12 16:22:24.339,2025-02-12 16:22:24.339,,"[""All Exercise & Fitness""]"
393,MAXWELL®FIT-Yoga Mat for Women and Men Fitness (SIZE-4mm) with Carrying Strap Extra Thick & Large Excercise Mat for Workou...,"A 4mm thick, extra-large yoga mat designed for both men and women. Provides ample space and cushioning for yoga, pilates, or general exercise routines, with a convenient carrying strap.",314893,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377346734_61xWyTStjTL._AC_UL320_.jpg""]",2025-02-12 16:22:27.147,2025-02-12 16:22:27.147,,"[""All Exercise & Fitness""]"
394,"OJS Skipping Rope for Men and Women Jumping Rope With Adjustable Height Speed Skipping Rope for Exercise, Gym, Sports Fitn...","An adjustable height skipping rope designed for both men and women, ideal for cardiovascular fitness, speed training, and toning, perfect for gym or home workouts.",185155,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377349628_71V7BaHBcqL._AC_UL320_.jpg""]",2025-02-12 16:22:29.885,2025-02-12 16:22:29.885,,"[""All Exercise & Fitness""]"
395,"Kore PVC DM-5kg-Combo 161 Fixed Dumbbells Set and Fitness Kit for Men and Women Whole Body Workout, Multicolor","A colorful set of fixed 5 kg PVC dumbbells, ideal for full-body workouts at home or in the gym. Suitable for both men and women for strengthening and toning exercises.",92485,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377351762_713zoEM3wlL._AC_UL320_.jpg""]",2025-02-12 16:22:32.048,2025-02-12 16:22:32.048,,"[""All Exercise & Fitness""]"
396,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Acc...,"A unisex gym bag made from durable polyester with a separate compartment for shoes. Perfect for carrying gym accessories, clothes, and personal items.",148087,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377353730_51i9ODagRZL._AC_UL320_.jpg""]",2025-02-12 16:22:34.019,2025-02-12 16:22:34.019,,"[""All Exercise & Fitness""]"
397,"Starx Plastic Xpvc Fixed Dumbbell Set, Adult 1Kg, Set of 2 (Blue)","A set of two 1 kg fixed dumbbells, made from durable plastic XPVC material. Designed for light strength training and toning, ideal for beginners and home gym enthusiasts.",109351,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377356357_51k8rbleUML._AC_UL320_.jpg""]",2025-02-12 16:22:36.962,2025-02-12 16:22:36.962,,"[""All Exercise & Fitness""]"
398,"PURSUE FASHION Premium Cotton Ankle Socks for Men and Women - Free Size, Solid Unisex Ankle Length Socks, Pack of 5 (Multi...",Detailed description not available.,129553,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377358816_71gqkgPxczL._AC_UL320_.jpg""]",2025-02-12 16:22:39.108,2025-02-12 16:22:39.108,,"[""All Exercise & Fitness""]"
399,"SPIRO Black Color (Upto 40 Kg. Adjustable), Hand Gripper, Hand Grip Strenthener, Wooden Hand Gripper, Hand Grip Exerciser,...",Detailed description not available.,62089,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377361324_61qILzqY7qL._AC_UL320_.jpg""]",2025-02-12 16:22:41.581,2025-02-12 16:22:41.581,,"[""All Exercise & Fitness""]"
400,SPOKOFIT Finger Gripper Strength Trainer Forearm Exerciser Hand Yoga Resistance Band Exerciser Climbing,"A finger and forearm strength trainer with resistance band features, perfect for improving grip strength and forearm muscles. Ideal for climbers, athletes, and rehabilitation.",129553,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377365370_61QE6BcCq3L._AC_UL320_.jpg""]",2025-02-12 16:22:45.584,2025-02-12 16:22:45.584,,"[""All Exercise & Fitness""]"
401,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)","A compact 23 cm navy blue polyester gym bag with a separate compartment for shoes, designed for men and women for convenient and organized storage of gym essentials.",258549,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377368186_91Ov-x9d3qL._AC_UL320_.jpg""]",2025-02-12 16:22:48.421,2025-02-12 16:22:48.421,,"[""All Exercise & Fitness""]"
402,"Cockatoo YM100 Yoga Mat For Women & Men, Anti Slip, EVA Material, (4mm-6mm) Exercise Mat For Home Gym |Yoga Mat For Gym Wo...","A non-slip EVA yoga mat designed for both men and women, providing a stable and comfortable surface for yoga, pilates, and other fitness exercises. Available in thicknesses of 4mm-6mm.",111019,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377370828_71Y5C+puYhL._AC_UL320_.jpg""]",2025-02-12 16:22:51.042,2025-02-12 16:22:51.042,,"[""All Exercise & Fitness""]"
403,"Slovic Pull-Up Bar for Home Workout | Non-Slip Carbon Steel Gym Bar (Load Capacity: 100 Kg) | Adjustable in Length, Mounta...","A sturdy, non-slip carbon steel pull-up bar with adjustable length, designed for home workouts. Supports a load capacity of up to 100 kg, ideal for upper body strength training.",277825,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377373871_61tUNRjrfLL._AC_UL320_.jpg""]",2025-02-12 16:22:54.067,2025-02-12 16:22:54.067,,"[""All Exercise & Fitness""]"
404,"IRONFIX® Adjustable Hand Grip Exerciser, Hand Grip Strengthener, Wrist Exerciser, Forearm Exerciser, hand gripper (10 to 4...",Detailed description not available.,55417,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377376997_316UVorsJGL._AC_UL320_.jpg""]",2025-02-12 16:22:57.243,2025-02-12 16:22:57.243,,"[""All Exercise & Fitness""]"
405,FitBox Sports 8kg Exlusive Octa PVC Dumbbells (4kg x 2) Black,"A set of two 4 kg PVC-coated octagonal dumbbells, perfect for strength training, bodybuilding, or toning exercises. Durable, ergonomic, and easy to use for both beginners and advanced users.",46150,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377379615_51WynL9B8DL._AC_UL320_.jpg""]",2025-02-12 16:22:59.867,2025-02-12 16:22:59.867,,"[""All Exercise & Fitness""]"
406,Boldfit Yoga Belt for Women and Men - Yoga Strap for Stretching with Extra Safe Adjustable D-Ring Buckle - Durable and Com...,"A durable and adjustable yoga belt with a D-ring buckle, designed for men and women. Ideal for deepening stretches, improving flexibility, and enhancing yoga practice.",92485,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377382881_71huWu51SyL._AC_UL320_.jpg""]",2025-02-12 16:23:03.138,2025-02-12 16:23:03.138,,"[""All Exercise & Fitness""]"
407,"Fashnex Resistance Bands Set for Exercise, Stretching and Workout Toning Tube Kit with Foam Handles, Door Anchor, Ankle St...","A set of high-quality resistance bands for stretching, toning, and strengthening exercises. Includes foam handles, a door anchor, and ankle straps for versatile workout options.",277825,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377386391_71MobOdXOzL._AC_UL320_.jpg""]",2025-02-12 16:23:06.58,2025-02-12 16:23:06.58,,"[""All Exercise & Fitness""]"
408,"SLOVIC Resistance Tube Band with Sturdy Handles, Door Anchor for Men and Women with Extensive Guide Containing 30 Plus Exe...","A durable resistance tube with sturdy handles and a door anchor, perfect for home or gym workouts. Includes a guide with over 30 exercises for full-body training.",741175,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377390337_81K6ZfEHT1L._AC_UL320_.jpg""]",2025-02-12 16:23:10.574,2025-02-12 16:23:10.574,,"[""All Exercise & Fitness""]"
409,"Boldfit Fabric Resistance Band - Loop Hip Band for Women & Men for Hip, Legs, Stretching, Toning Workout","A fabric loop resistance band for both men and women, designed for hip, leg, and glute exercises. Ideal for toning, stretching, and enhancing workouts.",111019,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377395062_61Ece6QydKL._AC_UL320_.jpg""]",2025-02-12 16:23:15.715,2025-02-12 16:23:15.715,,"[""All Exercise & Fitness""]"
410,"PRO365 Abs 15 in 1 Performance Push Up Board 6 Months Warranty, Professional Push Up Strength Training Equipment","A 15-in-1 push-up board designed for strength training, targeting multiple muscle groups. Includes a 6-month warranty and provides professional-grade performance for push-up variations.",185155,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377401089_61lqdI6jiOL._AC_UL320_.jpg""]",2025-02-12 16:23:22.069,2025-02-12 16:23:22.069,,"[""All Exercise & Fitness""]"
411,"Boldfit Gym Gloves for Men with Wrist Support Accessories, Gym Gloves for Women for Weightlifting, Gloves for Gym Workout ...","High-quality gym gloves with wrist support, designed for men and women. Ideal for weightlifting, bodybuilding, and other strength training workouts, offering both comfort and protection.",148087,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377406575_91tWizOWWVL._AC_UL320_.jpg""]",2025-02-12 16:23:27.187,2025-02-12 16:23:27.187,,"[""All Exercise & Fitness""]"
412,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag","A trendy black polyester duffle gym bag designed for men and women, featuring ample storage space and a shoulder strap for easy carrying during workouts or travel.",166621,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377414237_81sIImm1GPL._AC_UL320_.jpg""]",2025-02-12 16:23:34.614,2025-02-12 16:23:34.614,,"[""All Exercise & Fitness""]"
413,"ODDISH WAY TO FITNESS Push Up Board System, 15 in 1 Body Building Exercise Tools Workout Push Up Stands, Push Up Workout B...","A versatile 15-in-1 push-up board system designed for full-body strength training, allowing users to perform various push-up styles with ease and effectiveness.",240757,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377417869_71ltN3LQZSL._AC_UL320_.jpg""]",2025-02-12 16:23:38.174,2025-02-12 16:23:38.174,,"[""All Exercise & Fitness""]"
414,SOLARA Unbreakable Resistance Band for Exercise (11pc)| 100% Natural Latex Fitness Resistance Tube | Resistance Bands for ...,"An 11-piece unbreakable resistance band set made from 100% natural latex, designed for resistance training, stretching, and improving overall fitness.",463165,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377422442_814KYW5Zn1L._AC_UL320_.jpg""]",2025-02-12 16:23:43.151,2025-02-12 16:23:43.151,,"[""All Exercise & Fitness""]"
415,"DOVEAZ® Sports Water Bottle for Gym, Protein Shaker Bottle, Gallon Water Bottle (1.5 LTR) with Mixer Ball and Strainer (BP...","A 1.5-liter sports water bottle designed for gym-goers and athletes, featuring a mixer ball and strainer for protein shakes or hydration during workouts.",111019,"[""https://gclyhedubfskowdnrtmg.supabase.co/storage/v1/object/public/ecommerce/products/1739377425918_61t+KbxoCWL._AC_UL320_.jpg""]",2025-02-12 16:23:46.64,2025-02-12 16:23:46.64,,"[""All Exercise & Fitness""]"
